document,entities,intent
The hotel should be in the type of guesthouse and should be in the expensive price range.,"['hotel-pricerange', 'hotel-type']",find_hotel
i didn't mention a specific part of town.,[],find_hotel
"Ok, how about one in the cheap price range in the north with free parking?",[],find_hotel
"Sounds good. I'll need rooms for 3 people, for 2 nights.","['hotel-bookpeople', 'hotel-bookstay']",book_hotel
We're arriving on Thursday.,['hotel-bookday'],book_hotel
Are there any other cheap guesthouses in the north with free parking? My schedule is inflexible I'm afraid.,[],book_hotel
Is there any cheap guest house available for arrival on Thursday for 2 nights? I still need free parking.,[],book_hotel
Are there any guest house available for my requested days?,[],book_hotel
Great! Now I need a train to go to birmingham new street after 10:15 on Saturday.,[],NONE
"Not right now, can you please just give me the time, price, and train ID number?",[],NONE
"Sure, you can book that train now -- just for me, please.",[],NONE
Okay great that is all I needed.,[],NONE
I would like to find an expensive hotel to stay in during my visit.,['hotel-pricerange'],find_hotel
The area does not matter. But will for sure want it to be an actual hotel.,['hotel-area'],find_hotel
"Yes, please book it if possible.",['hotel-bookpeople'],book_hotel
I don't want to leave. I want to stay for 3 nights starting on Tuesday. There will be 6 of us.,"['hotel-bookday', 'hotel-bookstay']",book_hotel
"Yes, are there any moderately priced northern european restaurant, if no northern european, modern european will do.",[],book_hotel
"I would like the restaurant in the same area, Cambridge, please.",[],NONE
I'm not picky with the area. I just want it to be moderately priced.,[],book_hotel
I was looking for a restaurant. I already have a hotel reservation,[],book_hotel
"I would like one that serves northern european food, if possible.",[],NONE
Thats sounds great. can i get the area and address ?,[],NONE
I'll need a taxi that leaves the restaurant by 22:00.,[],NONE
The hotel I guess.,[],NONE
Great I believe that covers everything. Goodbye.,[],NONE
I am looking for a particular hotel.,[],find_hotel
University Arms Hotel.,['hotel-name'],find_hotel
Yes thank you. 2 nights for two people starting on monday.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
I also need a train going to Stevenage on Tuesday.,[],NONE
"I'd like to leave after 11:45, please.",[],NONE
I am departing from cambridge. Can you please provide me with the train id and travel time. thank you.,[],NONE
"Excellent, thanks for all of your help!",[],NONE
I'm looking for a guesthouse with free wifi.,"['hotel-internet', 'hotel-type']",find_hotel
"Something in the east, please.",['hotel-area'],find_hotel
"That sounds like it will work. Do they have a star rating? If so, can I get the postcode.",[],find_hotel
"No that's okay, I just wanted to learn about it. Thanks!",[],NONE
"No, not at this time. Thanks for your help.",[],NONE
"Hi, I'm looking for a train that's going to bishops stortford from cambridge, what kinds of options are there?",[],NONE
I would like to travel on Thursday and get there before 13:30.,[],NONE
"Yes, for 6 people, and I will need the reference number please.",[],NONE
"Thanks, I also am looking for a hotel called finches bed and breakfast a friend mentioned.",['hotel-name'],find_hotel
Yes for 6 people for 5 nights starting saturday.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
"No, that is everything I need. Thank you for all your help!",[],NONE
"I'd like to find a hotel in the centre of town with free parking, please.","['hotel-area', 'hotel-parking', 'hotel-type']",find_hotel
Which hotel is a star of 3?,[],find_hotel
"Yes, that would be fine. Please book it for 7 people starting Tuesday for 2 nights.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Let's try it for one night then please,[],book_hotel
Thank you. I also need a train going to london liverpool street on wednesday.,[],NONE
I am leaving from cambridge and need to arrive at london liverpool street by 08:00 for a meeting.,[],NONE
Yes please book the the train for 7 people and can I get the reference number.,[],NONE
"No, that's all I need right now. Thank you and have a nice day. Bye",[],NONE
Do you know if there are any cheap places to eat in the North part of town?,[],find_hotel
"Royal spice sounds interesting, can I get the food type, address and postcode please?",[],NONE
What kind of food do they serve there?,[],NONE
"Yes, thank you. I'm also looking for a guesthouse in the same area as the restaurant.","['hotel-area', 'hotel-type']",find_hotel
"I'm hoping for a 3 star place, don't care about internet.","['hotel-internet', 'hotel-stars']",find_hotel
"Yes please, 7 people for 2 nights starting on sunday.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay', 'hotel-parking']",book_hotel
Thank you for all your help!,[],NONE
That is all I need today.,[],NONE
Thank you! I am sure it will be thanks to your help.,[],NONE
Hello. I need to catch a train leaving on Monday. Can you help me find something?,[],NONE
i am going to london liverpool street from cambridge and should arrive there by 12:45,[],NONE
"Yes, could you book 3 tickets and provide the reference number please.",[],NONE
I also need to find out some information about the lensfield hotel,['hotel-name'],find_hotel
"No, but can you provide their address. Oh, and do they have free parking?",['hotel-parking'],find_hotel
Excellent. That's all I need.,[],find_hotel
No that's it. Thank you for your help.,[],NONE
I'm looking for a Mexican restaurant with expensive food.,[],find_hotel
Is that in the south area of town?,[],NONE
"Yes, could you please book me a table for 5 at 14:30 on Friday?",[],NONE
Thank you. That's all I need today!,[],NONE
"Hey, wait, just a second! I just remembered, I need a place to stay with 4 stars, preferably a hotel.","['hotel-stars', 'hotel-type']",find_hotel
"No, I don't have a preference. I'd just like it to be expensive, please?","['hotel-area', 'hotel-pricerange']",find_hotel
i will go with the first. book for the same group of people and 2 nights starting from the same day,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Thanks have a nice day.,[],NONE
I'm looking for a particular attraction called funky fun house.,[],NONE
Can you tell me the address?,[],NONE
"Actually, yes. I'm looking for a guesthouse called the arbury lodge.","['hotel-name', 'hotel-type']",find_hotel
i am looking for the gonville hotel,['hotel-name'],find_hotel
"Actually, I am ready to book. Can you book the Gonville Hotel for 3 people for 5 nights, starting Thursday?","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
I would also like to find a boat attraction.,[],NONE
I'm actually looking for something in the South. If there are no boat attractions there can you find me a nightclub?,[],NONE
Please provide the entrance fee and phone number for me,[],NONE
"Ok if you read carefully, I also asked for the phone number please.",[],NONE
Thank you goodbye,[],NONE
Can you tell me about a hotel called city centre north b and b?,['hotel-name'],find_hotel
Is that a hotel or a guesthouse? And do they happen to provide free Internet?,['hotel-internet'],find_hotel
"Yes, I am also looking for an Indian restaurant to eat at.",[],NONE
I would like it to be expensive.,[],NONE
Sure. I'll be going there on Thursday 12:30 with two other people.,[],NONE
Thank you so much for your help!,[],NONE
"Hi, I need to find a hotel with a 4 star rating that includes free parking. Do you have anything like that?","['hotel-parking', 'hotel-stars']",find_hotel
"Thanks, I need a 4 star hotel in the east, the hotel needs to has free parking.",['hotel-area'],find_hotel
I need to book it starting Saturday for 3 nights. There will be 3 guests.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Thanks so much. That's all I need.,[],NONE
I'm looking for somewhere to eat in the centre.,[],NONE
Is that a gastropub?,[],NONE
That sounds good can you book it for 4 people at 16:30 on wednesday?,[],find_hotel
The Slug and Lettuce would be fine. It will need to be on Wednesday for 4 people. We'd like to eat at 16:30.,[],find_hotel
i am also looking for a place to stay. The hotel should be in the cheap price range and should include free wifi.,"['hotel-internet', 'hotel-pricerange']",find_hotel
"Yes, I would prefer to stay in the south.",['hotel-area'],find_hotel
"Yes, please book a stay for 4 people, 3 nights, starting on Wednesday.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Can you also book a taxi for me between the guesthouse and the restaurant?,[],NONE
I would like to arrive in time for our booked time at the Slug and Lettuce.,[],NONE
That is all I need to know. Thanks.,[],NONE
I am visiting the centre area and need to find an attraction to visit.,[],find_hotel
What is one of your favorites? I would need the phone number and type of attraction.,[],NONE
Thanks! I'm also looking for somewhere to stay while I'm in town.,[],find_hotel
"Yes, it needs to be in the same area as the attraction, cheap price range, free wifi but doesnt need to have free parking. Do you have anything like that?","['hotel-area', 'hotel-internet', 'hotel-pricerange']",find_hotel
Alexander Bed and Breakfast sounds nice. Can you make a reservation for two for Saturday?,"['hotel-bookday', 'hotel-bookpeople', 'hotel-name']",book_hotel
I actually need it for 3 nights,['hotel-bookstay'],book_hotel
Thank you so much that was all I needed.,[],NONE
Can you help me find a hotel called El Shaddai? Thanks.,['hotel-name'],find_hotel
"Yes, I think so. I hear a lot of good things about them. Can you book me a room for 7 people for 2 nights on Friday please?","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
I also need a train going to stevenage and arriving there by 13:00.,[],NONE
"I'd like to leave cambridge on sunday, please.",[],NONE
May I please have the price for this train?,[],NONE
No thanks that's all I need for today. Thanks for the help.,[],NONE
I would like to know what tourist attractions are in the south end of town? Preferably something family friendly and moderately priced.,[],find_hotel
"I'm looking for a place to stay in the centre of town with some moderate pricing and they must include free parking, can you help me with that?","['hotel-area', 'hotel-parking', 'hotel-pricerange']",find_hotel
No let's try the east side of town.,[],find_hotel
Let's try the guesthouse. Could you please book it for 2 people for 3 nights from Thursday? I will need the reference number as well.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay', 'hotel-type']",book_hotel
I will also need a train on the same day as the hotel booking heading to Kings Lynn.,[],book_hotel
I need to depart from Kings Lynn aft 19:00 on Thursday.,[],book_hotel
"Hmm, how long is the travel time on that one? And when does it arrive? Can you get me the price, too?",[],NONE
I need a 4 star place to stay in the north.,"['hotel-area', 'hotel-stars']",find_hotel
Not at this time. Let me think about it. Thanks!,[],NONE
"Actually, I would like to book the Acorn Guest House for wednesday.",['hotel-name'],find_hotel
It will be 3 nights for 8 people.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Can we please try for 2 nights?,[],book_hotel
What museums do you have in the centre?,[],NONE
That sounds good. Can you tell me what the entrance fee is?,[],NONE
Thanks. Can I also have the address and postcode?,[],NONE
"No, you've been a great help. Thank you for your time. Goodbye.",[],NONE
I'm looking for a moderate priced place to stay with free wifi.,"['hotel-internet', 'hotel-pricerange']",find_hotel
"I am not sure what day, I am just researching now. I would like to have a 4 star hotel. Are there any options?",['hotel-stars'],find_hotel
I do not have a preference on area.,"['hotel-area', 'hotel-type']",find_hotel
does it have wifi?,[],find_hotel
"Nope, that isn't important. Can you book it for 1 person for 3 nights starting on Thursday please?","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay', 'hotel-parking']",book_hotel
"Yes, I need a train to peterbourough on Sunday.",[],NONE
"I am leaving after 16:45, can I also get the price for the tickets?",[],NONE
I will be departing from Cambridge.,[],NONE
i want one that will leave at 16:45 as i said earlier,[],NONE
"It doesn't need to leave at 16:45, but after. Sorry about that.",[],NONE
"That sounds like it might work, could you just forward me the price of that one please?",[],NONE
"That will be all today, thank you!",[],NONE
Can you get me information on a hotel called a and b guest house?,['hotel-name'],find_hotel
Do they offer free parking or free internet? I may want to book a room.,[],find_hotel
book it for 6 people and 5 nights starting from saturday.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
I also need to take a train. The train should arrive by 08:30 and should go to Cambridge.,[],NONE
I will depart from Kings Lynn on Saturday and need to reach Cambridge by 08:30.,[],book_hotel
"Unfortunately, I don't know the train schedule. I was hoping you could provide that to me. I just need to arrive by 08:30.",[],NONE
Yes please. I need six tickets.,[],NONE
Thank you for your help.,[],NONE
"That is all I need, thanks again!",[],NONE
"I am looking for a place to stay in Cambridge. I prefer a cheap, 4 star hotel.","['hotel-pricerange', 'hotel-stars', 'hotel-type']",find_hotel
Does this place have free wifi?,"['hotel-area', 'hotel-internet']",find_hotel
"Yes, I would like to book it for 5 people for 5 nights, beginning on Friday.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
"Yes, can you help me find a train into Cambridge?",[],NONE
I am departing from Birmingham New Street,[],NONE
If I could leave on the first one after 16:30. that would be perfect.,[],NONE
"On Friday, please.",[],book_hotel
"Sure. I would like 5 tickets, please.",[],NONE
That will be all. Thank you!,[],NONE
"Can you help me find a good steakhouse? Ideally I would like it to be moderately priced, not too fancy or cheap.",[],find_hotel
"No, I'd like steak. Maybe try in the west?",[],find_hotel
can you find me one that serves indian food?,[],NONE
"Yes please,book a table for 8 people at 17:45 on monday.",[],NONE
"I'm not sure, let me check and see if my husband has any other questions.",[],NONE
i'm also looking for a place to stay.,[],find_hotel
West. And on Monday,['hotel-area'],find_hotel
"Okay, I need to make sure it's in the moderate price range and that it's a guesthouse.","['hotel-pricerange', 'hotel-type']",find_hotel
no thanks. I just need to see if they have free wifi and what their phone number is.,[],find_hotel
I would also like to book a taxi that will arrive at the restaurant by 17:45 on monday from the hotel,[],NONE
Thank you so much for your help. That's all I need.,[],NONE
Hi! Would you please help me find a hotel to stay at?,[],find_hotel
"It needs to be 2 star, have free parking and free wifi.","['hotel-internet', 'hotel-parking', 'hotel-stars']",find_hotel
I do not have a preference. Please pick one and get me a booking for 8 people for 3 nights staring from Friday.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay', 'hotel-pricerange']",book_hotel
i also need a train that should leave after 16:45 destination bishops stortford,[],book_hotel
"I need to travel on Monday, departing Cambridge. Does that make a difference?",[],NONE
"Yes, I need 8 tickets. And could you provide the reference number?",[],NONE
"No thanks, that will be everything.",[],NONE
I need a hotel in Cambridge that is rated 4 stars be located in the south area.,"['hotel-area', 'hotel-stars']",find_hotel
I don't care about price range.,[],find_hotel
Okay so it has free parking. What is the price range? Also could i receive the phone number?,['hotel-parking'],find_hotel
Thank you! Could you help me find an indian food restaurant in the same area as the hotel?,[],NONE
Yes. What information do you need from me?,[],NONE
Monday at 7:00 p.m.,[],NONE
"Before that, can I please have the address, phone number and postcode for the restaurant?",[],NONE
I need a taxi to get there and will leave the restaurant by 16:15. Can you get me the contact number and car type?,[],NONE
Sounds great! That is all I need. Thanks.,[],NONE
i need a place to stay,[],find_hotel
"2 stars, free parking and WiFi, located in the south, please.","['hotel-area', 'hotel-parking', 'hotel-stars']",find_hotel
do you have a 2 star in the east ?,[],find_hotel
"Can you reserve me a room for Friday for 4 people, 2 nights please?","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
"Okay, great. Thank you!",[],NONE
I am also looking for a theatre to visit. Do you have any recommendations?,[],NONE
"No, just one you think is the best.",[],NONE
Sounds great. Can I get the address and phone number please?,[],NONE
I also need to know what area that is in?,[],NONE
"Yes, one more thing. I need a taxi from the theatre to the hotel.",[],NONE
I need to leave Junction on Clifton Way by 7:45 and go to Express by Holiday Inn Cambridge.,[],NONE
"Thank you, that's all I need today.",[],NONE
Can you help me find a 4 star hotel in Cambridge?,"['hotel-stars', 'hotel-type']",find_hotel
I would prefer to stay in the west part of town.,['hotel-area'],find_hotel
I don't have a preference.,[],find_hotel
Is this the expensive or cheap price range option? How much does it cost per night?,[],find_hotel
"Ok. I'd like the address, please.",[],find_hotel
"Not at this time, but I would like to find a place to eat. Ideally an expensive German restaurant in the same area.",[],NONE
How about one that serves British food,[],NONE
"Graffiti sounds good. May I have their phone number, address, and postcode, please?",[],NONE
I'll need a taxi from the restaurant back to my hotel. I'd like to leave the restaurant by 11:30.,[],find_hotel
Can I get the phone number of the taxi service and what car type will I be looking for?,[],NONE
"Great, you have been very helpful, that's all I need for now.",[],NONE
"I have an odd request, I am looking for a place to stay with a 0 star rating.",['hotel-stars'],find_hotel
Is one of them in the centre of town?,['hotel-area'],find_hotel
What sort of rates do they charge?,[],find_hotel
Can we go ahead and get the cheap one please,['hotel-pricerange'],find_hotel
I will be by myself and staying for 5 nights starting on Wednesday,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
"Yes, same price range.",[],book_hotel
"That is all I need, thank you.",[],book_hotel
Can you help me find a place to stay that has free parking and free wifi?,"['hotel-internet', 'hotel-parking']",find_hotel
Yes I would like a guesthouse in the north.,"['hotel-area', 'hotel-type']",find_hotel
That sounds great do they have a room for just me? I'm checking in Thursday and will be staying 4 nights.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
i am also looking fora train from cambridge on monday,[],NONE
I am going to Stevenage.,[],NONE
I would like to leave after 18:30.,[],NONE
No need to book. Can I please get the travel time for that train please?,[],NONE
Okay thanks so much. I appreciate the help.,[],NONE
Can I get the travel time for that train?,[],NONE
"That was all I needed today, thanks!",[],NONE
I need some information on Cambridge. I'm looking for places to go in town.,[],NONE
"Sure, could you send me the postcode? Is that a architecture?",[],NONE
I would like a hotel in the same area as all saints church.,[],find_hotel
That's it Thank you,[],find_hotel
i am looking for a place to stay.,[],find_hotel
I would like to book at the Leverton House as stated before. I need a room booked for 6 and 3 nights starting from Tuesday.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Thank you so much. That's all I need today.,[],NONE
"Hi, I want a place to eat in the town centre.",[],NONE
expensive and european food please ?,[],NONE
"Yes, I would like that choice. Can you book me a table for 5 people?",[],NONE
Can you also give me information regarding a hotel called the bridge guest house?,['hotel-name'],find_hotel
Yes please book for the same group of people and 2 nights starting from the same day.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
"Saturday, please. Sorry, I don't know how I forgot that information!",[],book_hotel
"I will need a taxi between the two places in time for the restaurant reservation. (Though, oddly enough, you didn't even ask about that when you made the rez..)",[],NONE
I need the taxi to get me to the restaurant by the booked time,[],NONE
I would like to leave at 16:00 to ensure I make the restaurant on time. Please provide me with a contact number and the car type.,[],NONE
Can you please confirm that the restaurant is booked for Saturday at 17:00?,[],book_hotel
"Okay, I'm all set then. Thank you so much.",[],NONE
"Yes, I am looking for an early evening train leaving from Cambridge. Is there one available?",[],NONE
Tuesday going to bishops stortford please.,[],NONE
I would need to arrive by 16:30.,[],NONE
How much will it cost and how long will the trip take?,[],NONE
I also need a guesthouse to stay in. It doesn't need to have free parking or internet.,"['hotel-internet', 'hotel-parking', 'hotel-type']",find_hotel
"What are my options for guesthouses? I'm not sure about the area, price, or stars.",[],find_hotel
"You choose. Let me know the area, price range, and star rating of the hotel.",[],find_hotel
"That's great then, I'll talk to you sometime again.","['hotel-pricerange', 'hotel-stars']",find_hotel
No thats it for today thanks !,[],NONE
I need to find a particular hotel called cityroomz. Please send me all information you have.,['hotel-name'],find_hotel
"Thanks, can I get their phone number?",[],find_hotel
Can I also get the address please? Thank you.,[],find_hotel
Thanks. I also need help finding a train to get me to Cambridge from Broxbourne.,[],NONE
I would like to travel on sunday and leave after 11:15.,[],NONE
Please. I'll need 7 tickets.,[],NONE
thank you so much,[],NONE
No thanks. That's it. Goodbye.,[],NONE
"I've heard that the only trains out of Cambridge leave before 8:00. That's not really true, is it?",[],NONE
Is there a train that departs from cambridge after 08:00 on Wednesday that goes to birmingham new street?,[],NONE
The 08:01 is fine actually. Can you book it for 6 people?,[],NONE
Thank you. I also need information about finches bed and breakfast.,['hotel-name'],find_hotel
"Hello, I am looking for the address and phone number of the hotel Cambridge Belfry.",['hotel-name'],find_hotel
What is the price range of the hotel?,[],find_hotel
"No, that'll be all, thanks. Goodbye.",[],NONE
Where in the east can I find a restaurant that serves venetian food?,[],NONE
I prefer the east but I am open to other areas of town.,[],NONE
Yes see if there are any venetian restaurants there,[],NONE
How about indian food?,[],NONE
I would like expensive.,[],NONE
I'm sorry to trouble you but is there an expensive Indian restaurant in the east? It would be more convenient.,[],NONE
"Yes, book one of the expensive Indian places in the east please.",[],NONE
I would like to go on Monday at 18:00 please.,[],NONE
It will be a party of 6.,[],NONE
Yes. Please try 17:00.,"['hotel-area', 'hotel-name']",find_hotel
"Thank you also. Could I receive the reference number for the reservation, please?",[],NONE
"No, thanks. That's everything.",[],NONE
I am looking for a place to dine at that serves afternoon tea and that is moderately priced. Please help.,[],find_hotel
"How about an Indian restaurant, then?",[],NONE
No area does not matter.,[],NONE
That would be great. There will be 7 of us.,[],NONE
i need a table reserved for friday,[],NONE
I would like a booking at 13:00 for 7 people for Friday.,[],NONE
"Yes, please. I need a place to stay.",[],find_hotel
it should be a guest house in the north,"['hotel-area', 'hotel-type']",find_hotel
I would like expensive.,['hotel-pricerange'],find_hotel
I would accept one with moderate price range. I also need free parking.,['hotel-parking'],find_hotel
No thank you. I just need to know if they have free parking and the postcode.,[],find_hotel
I need a taxi also for the commute between both places,[],NONE
18:00 pm and can you book it for me ?,[],NONE
I'm wondering if you have information about a particular restaurant called the curry queen?,[],NONE
"Yes, a table for 7 at 12:45 on Sunday.",[],NONE
Need to book a hotel as well.,['hotel-type'],find_hotel
"My preferred type is a hotel, and I want it to have parking and internet as well as a 3 star rating.","['hotel-internet', 'hotel-parking', 'hotel-stars']",find_hotel
No I have no preference. I would like to book it same day for 7 people and 4 nights. I would need the reference number once it is complete.,[],find_hotel
"Are you sure? Can you try both of them? I really need 4 nights, starting sunday for 7 people.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
"Awesome, you've been a great help. Thank you.",[],book_hotel
i'm looking for a hotel called alexander bed and breakfast,['hotel-name'],find_hotel
"I'd like to book the Alexander B and B for 6 people, 5 nights, and starts on Thursday. Can I have a reference number, please?","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
I'm also looking for a train on tuesday and leaving after 19:30,[],NONE
"Where I'd like to go is probably different than where I have to go, but I plan on going to stansted airport.",[],NONE
What is the travel time?,[],NONE
No. I am all set.,[],NONE
I need to find a place to stay. It needs to include wifi and I would like a 3 star.,"['hotel-internet', 'hotel-stars']",find_hotel
Are any of them moderately priced and have free parking?,"['hotel-parking', 'hotel-pricerange']",find_hotel
"You may decide which area would be good, just let me know which area you pick.",[],find_hotel
No but I also would like to get a train leaving from peterborough.,[],NONE
I would like a train on monday and need to arrive by 13:30,[],NONE
That sounds perfect. I'll book it later. That's all I need. Thanks for everything.,[],NONE
Can you help me find a place to stay that has 0 stars and doesn't need to have free parking?,"['hotel-parking', 'hotel-stars']",find_hotel
I would prefer a hotel.,['hotel-type'],find_hotel
"0 stars, what could go wrong. I just need to find out the postcode and phone number.",[],find_hotel
"I don't want to book right now, but could you confirm what area of town that is in?",[],find_hotel
I want to get take the bus to the centre area then take a taxi tour of the area can you help me arrange that.,[],find_hotel
I've changed my mine. I'd like a train that departs from stansted airport and goes to cambridge instead.,[],NONE
"I'd like to leave on Sunday after 12:00. Can I have the arrival time, price, and train ID please?",[],NONE
Any arrival time is fine as long as I leave Stansted Airport after 12:00. The train which leaves the soonest after 12:00 would be fine with me.,[],NONE
"Thanks! No need, I just need the price, please.",[],NONE
Thank you. That is all for now.,[],NONE
I'm looking for a guesthouse in the north.,"['hotel-area', 'hotel-type']",find_hotel
It should have a moderate price and I don't care about free parking.,['hotel-pricerange'],find_hotel
"I don't need it but do they offer it? Also, can you provide me with the address.",['hotel-parking'],find_hotel
Yes please. I would like the address.,[],find_hotel
Great. I am also looking for a restaurant that is in the same area as the hotel.,[],NONE
"North Indian, please, and moderately priced.",[],find_hotel
How about Indian food by itself?,[],NONE
Yes please and may I have the address and phone number. I would also like to book a taxi to get to the restaurant.,[],NONE
I don't need to book the restaurant. I do need a taxi to pick me up from the restaurant and take me back to the hotel though.,[],find_hotel
I need to leave the restaurant by 17:45.,[],NONE
"Thank you, that will be all for me this time.",[],NONE
please find me a good cinema to go,[],NONE
Can I have the postcode and phone number?,[],NONE
I'm also looking for a place to stay in. Can you find me a 4 star place?,['hotel-stars'],find_hotel
I would like something in the west. It doesn't need to have internet.,"['hotel-area', 'hotel-internet']",find_hotel
Let's go with the cheap one.,['hotel-pricerange'],find_hotel
A hotel would be perfect!,[],find_hotel
What is the price range?,['hotel-type'],find_hotel
"Yes, that would be wonderful.",[],find_hotel
"One person, please.",['hotel-bookpeople'],book_hotel
For 1 day,[],book_hotel
What days are available?,[],NONE
"I don't actually need to book a room right now, can you just give me the price range that is in?",[],book_hotel
No. I believe that is all. Thank you for your assistance.,[],NONE
I'm looking for a popular museum in the area.,[],NONE
I'm interested in the centre of town.,[],NONE
"Can you please provide me the entrance fee, phone number and address of a contemporary art museum in the centre of town?",[],NONE
What is the address of that museum?,[],NONE
I am also looking for a hotel called alpha-milton guest house.,['hotel-name'],find_hotel
Is there a suite available for 2 people for 5 nights starting Friday?,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
"Okay, go ahead and book it and get me a reference number.",[],book_hotel
Nope. I think I'm all set.,[],NONE
"Yes, they have. Goodbye!",[],NONE
i am looking for somewhere to go in the centre of Cambridge,[],NONE
"No, Is that a museum or a church.",[],NONE
no. also find me a hotel by the name warkworth house,['hotel-name'],find_hotel
"Yes, please. Can you reserve a room for Monday for 5 people, 3 nights?","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Thanks! Can you suggest to me something to visit that isn't a church or architecture? Maybe a museum or a park?,[],NONE
I think we would like it to be in the centre of town please.,[],NONE
"Actually, I will need to book lodgings as well.",[],NONE
No. That's perfect! Thanks for your help. Good bye.,[],NONE
I'm interested in finding an expensive guesthouse to stay at during my visit to Cambridge,"['hotel-pricerange', 'hotel-type']",find_hotel
Can you search for hotels instead of a guesthouse?,[],find_hotel
The east would be great.,['hotel-area'],find_hotel
Does the Holiday Inn Cambridge have free parking? I forgot to tell you I need that.,"['hotel-name', 'hotel-parking']",find_hotel
"No, what is the phone number for the hotel?",[],find_hotel
"Yes, can you please tell me how many stars it has?",[],find_hotel
It has 2 stars. Is there anything else I can do for you?,[],find_hotel
"Hi, I'm looking for information, specifically, a place to stay while I'm in town.",[],find_hotel
Is it in the moderate price range? I need a hotel in the west with a star rating of a 3.,"['hotel-area', 'hotel-pricerange', 'hotel-stars', 'hotel-type']",find_hotel
"Okay, how about just moderate price and three stars in any part of town?",[],find_hotel
"okay, pick the west please. I need the postcode.",[],find_hotel
I am also looking for Williams Art and Antiques. Can you tell me what area that is in?,[],NONE
"No, I think that's it. Thank you very much!",[],NONE
I am looking to try a local restaurant that serves modern European cuisine and has a moderate price range,[],find_hotel
Book a table for 1 person at 17:30 on Saturday. Give me the reference number.,[],find_hotel
I am also looking for a place to stay in the north,['hotel-area'],find_hotel
I don't care about wifi but I definitely need free parking.,"['hotel-internet', 'hotel-parking']",find_hotel
I'm looking for an expensive 2 star hotel.,"['hotel-pricerange', 'hotel-stars', 'hotel-type']",find_hotel
Is it located in the east?,[],find_hotel
That's what I want. Please book it for Thursday for 3 people staying 2 nights.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
"Yes, I would. How about a different hotel in the same price range?",[],book_hotel
"Yes, the star does not matter, just try the same price range, please.",[],book_hotel
Just any hotel in the same price range please.,[],book_hotel
How about trying the Gonville Hotel?,[],book_hotel
"Yes, thanks, that's all I need. Have a nice day.",[],NONE
I would like to find out information about a hotel called Warkworth House.,['hotel-name'],find_hotel
Yes please. It'll be for 4 nights.,[],find_hotel
Thank you. Can I get a reference number for the booking?,[],NONE
I need to book it to 2 people for 4 nights starting from wednesday.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
I'm also looking for a train. I'll be traveling back to Broxbourne on Friday.,[],NONE
yes i will be leaving from Cambridge.,[],NONE
I wanted help with finding a hotel in Cambridge today.,[],find_hotel
I don't have a preference. But it does need to have 4 stars and include free parking.,"['hotel-area', 'hotel-parking', 'hotel-stars', 'hotel-type']",find_hotel
Can you tell me the area the cheap one is in and give me it's phone number?,['hotel-pricerange'],find_hotel
"Yes, could you give me information on the cambridge corn exchange?",[],NONE
I need the postcode please.,[],NONE
"That is all I need, thank you. Good bye.",[],NONE
"i'm looking for good turkish food, and price is no object.",[],NONE
That's great. I'd like to book a table.,[],NONE
I think I will just take their address instead.,[],NONE
Thanks for the address. Can you find me a 2-star hotel in the same price range--expensive?,"['hotel-pricerange', 'hotel-stars', 'hotel-type']",find_hotel
Does it have free parking?,['hotel-parking'],find_hotel
Okay can you tell me what the postcode is for that?,[],find_hotel
"Thanks, I also need a taxi to commute between the two places. Can you please assist?",[],NONE
I need to leave the hotel by 09:45.,[],NONE
Thank you for your help.,[],NONE
Can you find me restaurant with moderate prices that serves north indian cuisine?,[],find_hotel
